NORAD_CAT_ID,RCS,SOURCE
7318,6.31,3
7324,1.79,6
7337,2.98,20
7349,2,31
7350,4.32,48
7363,4.76,44
7364,7.26,58
7369,3.32,4
7373,7.7,8
7376,14.1,16
7382,7.41,30
7392,1.79,4
7400,0.52,18
7411,1.38,44
7412,1.15,19
7424,3.14,52
7426,5.45,39
7433,2.12,34
7434,4.31,30
7435,0.7,16
7436,0.68,13
7437,0.7,17
7438,0.72,16
7439,0.68,19
7440,0.67,13
7441,0.64,15
7442,0.68,15
7443,5.74,47
7466,3.55,6
7476,1.88,30
7477,4.19,44
7488,0.049,18
7489,0.019,10
7490,4.36,47
7493,7.15,58
7529,2.95,52
7530,0.77,21
7531,0.51,21
7532,0.23,8
7544,9.51,6
7545,16.2,28
7547,3.17,8
7559,0.07,9
7560,0.024,14
7574,4.07,46
7575,7.27,51
7578,1.32,4
7593,1.97,30
7594,4.57,48
7615,3.05,48
7616,5.16,41
7625,11.2,14
7629,7.02,15
7646,0.17,9
7647,0.96,25
7648,3.68,6
7654,0.04,11
7655,0.045,13
7659,0.13,10
7663,3.34,52
7665,5.43,38
7678,0.71,19
7679,0.68,20
7680,0.68,14
7681,0.7,18
7682,0.72,22
7683,0.7,20
7684,0.7,18
7685,0.67,14
7686,6.19,48
7714,4.25,41
7715,7.16,57
7718,3.11,48
7727,2.78,50
7734,1.34,26
7735,5.25,50
7736,3.59,46
7737,4.62,33
7768,1.66,32
7769,4.68,48
7780,18.2,23
7790,2.44,4
7800,7.3,6
7815,12.6,6
7820,0.69,16
7822,0.71,19
7823,0.7,17
7824,0.68,22
7825,0.68,16
7826,0.69,14
7827,0.69,14
7828,0.7,20
7831,6.2,42
7836,0.16,15
7838,0.27,16
7839,0.32,15
7846,0.26,12
7849,0.12,9
7850,0.06,7
7851,0.05,10
7865,0.05,10
7890,0.11,12
7892,0.05,13
7893,0.1,13
7902,15.4,32
7907,0.15,15
7924,3.46,39
7933,0.07,11
7937,0.37,22
7938,0.08,6
7939,0.07,12
7940,0.042,19
7946,5.74,48
7957,0.19,17
7958,0.13,13
7959,0.16,10
7979,0.2,17
8004,0.036,19
8015,13,13
8018,7.09,19
8026,5.63,56
8027,5.83,53
8039,0.029,13
8072,2.09,37
8073,4.53,35
8084,0.047,7
8110,0.049,15
8132,1.42,8
8134,1.93,24
8136,6.07,50
8137,0.07,4
8139,0.45,15
8140,0.41,14
8141,0.07,9
8142,0.42,16
8143,0.09,6
8144,0.08,8
8145,0.2,18
8146,0.19,10
8151,0.06,7
8152,0.11,10
8153,0.036,13
8154,0.09,6
8156,0.05,6
8157,0.05,9
8158,0.05,8
8159,0.09,11
8160,0.038,11
8161,0.036,23
8162,0.09,12
8163,0.06,8
8164,0.12,10
8165,0.08,7
8166,0.014,14
8167,0.028,13
8168,0.28,13
8169,0.05,13
8170,0.027,16
8172,0.2,8
8173,0.025,9
8174,0.021,7
8175,0.038,12
8177,0.25,7
8178,0.023,16
8179,0.13,7
8180,0.14,11
8181,0.06,11
8182,0.035,11
8183,0.12,9
8184,0.81,26
8185,0.11,8
8195,17,28
8197,1.45,23
8285,0.71,17
8286,0.7,15
8287,0.72,16
8288,0.74,14
8289,0.65,18
8290,0.68,16
8291,0.69,12
8292,0.68,14
8293,4.39,49
8294,7.4,56
8295,6.31,45
8296,0.035,22
8299,0.018,17
8300,0.041,16
8301,0.037,20
8303,0.029,15
8305,0.16,10
8306,0.045,15
8307,0.13,5
8308,0.11,8
8310,0.51,14
8311,2.64,38
8314,0.05,12
8319,0.35,14
8325,2.9,47
8326,5.28,42
8330,2.93,6
8331,16.5,37
8343,3.13,42
8344,4.16,44
8352,0.72,32
8357,3.98,3
8366,3.17,10
8394,0.07,9
8395,0.028,19
8396,0.09,10
8397,0.05,8
8398,1.27,25
8399,0.09,8
8400,0.09,14
8401,0.026,17
8403,0.042,19
8404,0.08,7
8405,0.07,9
8406,0.049,17
8407,0.05,10
8418,7.76,23
8419,2.31,37
8421,4.68,48
8425,15.3,16
8435,0.08,12
8436,0.12,11
8437,0.06,6
8438,0.049,12
8439,0.09,8
8458,2.02,39
8459,4.34,48
8462,7.09,24
8473,3.3,56
8476,1.97,6
8495,0.07,13
8513,2.51,3
8519,4.23,52
8520,6.53,50
8533,0.08,5
8539,0.025,16
8542,0.008,10
8544,0.016,16
8546,0.7,18
8554,0.15,11
8555,0.049,8
8556,0.07,13
8560,0.02,21
8561,0.08,9
8562,0.022,11
8563,0.046,19
8564,0.032,14
8566,0.06,7
8567,0.033,11
8585,3.16,5
8591,3.91,52
8592,0.037,19
8593,0.08,11
8594,0.08,10
8595,0.06,3
8596,0.07,10
8597,4.8,47
8599,0.14,5
8601,18,7
8607,0.66,16
8608,0.68,13
8609,0.69,13
8610,0.67,21
8611,0.68,13
8612,0.68,16
8613,0.72,16
8614,0.69,15
8615,6.13,46
8620,2.95,6
8621,15.9,34
8645,1.74,28
8646,4.15,37
8678,0.05,13
8679,0.009,7
8682,0.09,12
8685,0.46,15
8688,1.34,22
8697,4.93,4
8709,1.26,39
8710,1.54,27
8744,2.95,18
8746,1.8,7
8747,3.05,7
8751,2.19,6
8756,0.015,18
8757,0.013,12
8764,0.01,16
8774,2.93,7
8784,0.06,10
8785,0.027,16
8786,0.07,10
8788,0.044,18
8789,0.033,18
8790,0.032,14
8791,0.015,12
8799,3.45,40
8800,7.2,53
8808,7.12,4
8820,0.4,7
8822,2.45,10
8826,0.6,17
8827,0.14,10
8828,0.04,21
8829,0.008,13
8832,0.98,5
8838,2.28,4
8840,14.8,28
8845,4.23,42
8846,5.88,52
8860,1.32,30
8861,0.77,22
8867,0.049,10
8868,0.046,18
8873,1.8,27
8874,4.94,44
8882,3.15,4
8889,0.69,16
8890,0.69,18
8891,0.66,17
8892,0.67,15
8893,0.71,17
8894,0.69,15
8895,0.7,14
8896,0.69,14
8897,5.98,47
8908,0.05,14
8923,1.89,33
8924,4.62,45
8951,0.043,25
8954,0.06,12
8956,1.7,44
8958,0.1,13
8959,0.09,12
8964,0.25,16
8968,0.11,11
8969,0.038,18
8970,0.045,19
8978,0.16,11
8980,0.32,17
8981,0.034,21
9003,0.042,13
9009,5.1,6
9011,0.85,19
9013,5.93,51
9016,0.48,15
9022,2.17,33
9023,4.33,45
9025,2.86,33
9040,0.027,10
9042,0.27,9
9044,3.93,37
9047,1.88,8
9057,1.71,37
9061,1.64,31
9062,4.31,37
9063,5.57,39
9293,0.018,11
9313,0.018,14
9320,0.007,2
9323,0.06,9
9329,16.4,30
9330,2,28
9416,0.14,1
9443,2.2,34
9444,4.43,48
9468,0.2,8
9478,20.5,4
9481,4.14,47
9482,7.81,51
9486,3.06,48
9494,2.68,54
9495,11.9,18
9503,3.98,5
9509,2.13,31
9510,4.51,43
9567,0.015,7
9568,0.044,16
9569,0.015,19
9570,0.09,9
9572,0.013,13
9588,0.68,17
9589,0.69,13
9590,0.69,15
9591,0.7,13
9592,0.69,18
9593,0.69,16
9594,0.69,14
9595,0.69,14
9598,6.22,47
9610,1.89,38
9613,4.29,47
9619,0.02,17
9634,4.8,40
9637,2.13,35
9638,4.24,47
9648,0.18,13
9649,0.17,13
9650,0.09,9
9651,0.12,13
9652,0.33,14
9653,0.07,9
9654,0.12,14
9655,0.07,13
9656,0.049,9
9661,5.36,47
9662,6.19,54
9663,0.014,12
9664,0.016,19
9666,0.018,17
9668,0.022,15
9674,0.006,21
9681,0.009,10
9695,0.035,20
9696,0.032,20
9697,0.015,15
9699,0.05,10
9701,0.021,14
9702,0.1,8
9703,0.047,12
9704,0.014,14
9710,0.009,12
9721,0.11,9
9722,0.06,12
9723,0.08,17
9724,0.036,23
9726,0.027,18
9730,0.018,12
9737,1.75,28
9738,4.34,35
9785,8.62,4
9786,9.26,50
9795,0.046,14
9797,0.06,10
9798,0.07,6
9799,0.012,12
9807,0.06,8
9816,0.032,16
9818,0.03,19
9819,0.06,9
9820,0.19,10
9821,0.045,16
9822,0.047,22
9823,0.023,18
9824,0.09,11
9826,0.026,15
9827,0.05,11
9829,13,14
9835,0.039,11
9841,1.48,33
9843,0.2,10
9846,3.51,45
9848,4.69,42
9850,7.75,14
9852,2,5
9862,5.61,4
9864,2.01,28
9880,17.3,15
9896,0.32,16
9902,0.008,4
9903,4.15,54
9904,7.19,51
9907,0.014,13
9921,5.57,12
9927,6.7,21
9931,4.1,31
9941,16,27
9951,0.018,23
9953,0.042,17
9954,0.014,16
9955,0.021,17
9956,0.028,19
9958,0.041,21
9960,0.08,8
9961,0.11,11
9962,0.16,14
9963,0.14,11
9964,0.043,15
9965,0.11,10
9966,0.038,16
9973,0.015,14
9975,0.039,17
9976,0.034,13
9977,0.05,9
9978,0.037,14
9979,0.024,15
9981,0.08,10
9982,0.07,14
9983,0.09,6
9984,0.036,23
9985,0.01,12
9986,0.04,15
9987,0.027,9
9988,0.048,19
9989,0.019,15
9998,0.46,4
10000,5.59,3
10001,5.59,4
10002,1.43,2
10010,1.44,21
10011,4.98,35
10013,0.43,11
10019,2.77,46
10020,4.91,46
10024,2.35,4
10025,18.3,27
10059,6.95,46
10061,1.46,2
10062,9.19,39
10089,4.85,16
10091,3.61,11
10095,2.62,46
10096,3.64,52
10114,6.52,60
10120,1.96,30
10121,4.71,45
10136,0.08,7
10137,1.72,33
10138,4.56,35
10141,2.16,32
10142,4.72,38
10143,4.07,4
10144,5.03,37
10150,8.5,29
10155,7.64,8
10159,1.63,2
10167,6.19,31
10177,0.037,14
10178,0.047,13
10183,0.11,7
10184,4.02,42
10188,0.61,14
10198,0.07,7
10201,0.13,3
10204,0.11,6
10206,0.07,5
10207,0.11,6
10208,0.09,6
10211,0.11,6
10214,0.15,6
10220,0.08,9
10221,0.03,13
10227,0.23,14
10229,0.005,4
10230,0.11,4
10234,1.1,22
10235,0.01,12
10240,0.09,8
10250,0.025,11
10251,0.018,10
10252,0.046,8
10261,0.07,4
10262,0.09,4
10282,0.7,13
10286,0.7,17
10287,0.7,14
10288,0.7,12
10289,0.69,12
10290,0.67,16
10291,0.7,15
10292,0.73,14
10293,5.93,39
10294,0.14,3
10295,9.16,44
10305,0.039,11
10306,0.004,7
10314,0.06,5
10338,0.026,12
10346,0.11,5
10352,4.19,48
10355,4.24,55
10358,2.87,44
10365,2.51,3
10370,2,11
10392,0.019,11
10393,0.029,10
10395,0.05,9
10410,0.3,13
10411,0.09,8
10412,0.12,8
10413,0.09,9
10414,0.12,7
10415,0.11,2
10416,0.14,6
10417,0.021,12
10436,0.027,10
10437,0.05,14
10438,0.048,5
10439,0.14,12
10440,0.032,11
10441,0.032,12
10442,0.09,9
10443,0.13,7
10444,0.028,15
10445,0.049,14
10446,0.06,6
10447,0.06,9
10448,0.043,10
10449,0.12,10
10450,0.18,10
10451,0.12,6
10452,0.06,13
10453,0.019,8
10454,0.15,8
10455,13.3,36
10457,1.71,24
10459,1.57,23
10461,5.15,50
10462,0.86,22
10463,0.04,11
10464,0.023,11
10465,0.026,14
10466,0.016,10
10469,0.08,4
10470,0.23,14
10471,0.25,8
10478,0.045,13
10485,8.13,14
10489,1.43,2
10490,9.39,50
10491,2.82,52
10492,4.99,42
10512,1.43,23
10513,4.59,31
10514,4.98,46
10515,5.97,43
10516,8.09,8
10517,8.82,44
10518,0.37,13
10519,0.044,13
10520,2.11,25
10521,4.38,33
10524,0.006,7
10525,0.007,11
10526,0.18,11
10531,4,45
10535,0.041,21
10536,2.15,35
10537,4.61,48
10539,2.48,41
10541,5.26,51
10557,10.1,4
10562,0.06,9
10563,0.022,11
10564,0.049,14
10565,0.041,20
10566,0.028,11
10567,0.05,12
10568,0.08,9
10569,0.039,10
10570,0.047,14
10571,0.007,7
10572,0.16,12
10573,0.18,16
10574,0.041,16
10575,0.15,13
10576,0.11,10
10577,0.15,7
10578,0.09,10
10579,0.048,14
10580,0.047,10
10581,0.68,13
10584,0.67,14
10585,0.7,13
10586,0.74,12
10587,0.68,16
10588,0.71,14
10589,0.7,19
10590,0.7,11
10591,6.32,48
10599,2.51,38
10600,4.45,46
10613,0.09,6
10614,0.17,7
10615,0.021,11
10616,0.009,8
10617,0.33,13
10618,0.18,12
10619,0.13,5
10620,0.039,9
10621,0.3,12
10622,0.16,8
10623,0.07,5
10626,0.048,16
10627,0.06,11
10629,0.06,7
10630,0.08,8
10637,5.97,4
10642,0.1,5
10643,0.049,8
10644,0.042,17
10645,0.12,7
10646,0.28,7
10647,0.11,3
10648,0.09,6
10649,0.07,6
10650,0.16,9
10652,0.036,9
10653,0.14,8
10654,0.09,10
10655,0.21,14
10656,0.5,14
10657,0.31,8
10658,0.62,10
10659,0.09,4
10660,0.27,7
10661,0.06,6
10662,0.08,7
10663,0.038,16
10664,1.07,19
10669,2.99,2
10674,1.39,20
10675,1.23,39
10676,2.26,30
10677,4.34,43
10684,0.52,6
10692,2.14,36
10693,4.35,39
10702,2.96,42
10703,0.45,28
10704,5.12,38
10706,0.06,9
10707,0.06,10
10708,0.09,6
10709,0.049,5
10710,0.05,8
10711,0.047,7
10712,0.025,16
10713,0.09,8
10714,0.11,8
10715,0.13,7
10716,0.11,11
10717,0.038,11
10718,0.09,5
10719,0.032,22
10720,0.08,4
10721,0.05,5
10722,13.8,24
10723,1.95,21
10728,0.07,11
10730,2.05,30
10731,2.09,34
10732,4.21,38
10744,2.12,37
10745,4.7,44
10746,0.05,6
10747,0.09,13
10748,0.1,9
10749,0.12,5
10750,0.049,8
10751,0.11,7
10752,0.039,7
10754,0.028,12
10755,0.09,7
10756,0.09,9
10757,0.045,7
10758,0.2,8
10759,0.06,8
10760,0.05,12
10761,0.06,11
10762,0.36,19
10763,0.08,7
10764,0.07,6
10765,0.28,10
10766,0.36,15
10767,0.23,10
10768,0.05,6
10769,0.019,17
10776,1.5,26
10777,4.14,30
10778,1.26,1
10779,15.6,31
10792,1.91,4
10793,9.33,48
10796,0.08,5
10820,3.66,55
10823,0.15,8
10824,0.03,14
10825,0.25,12
10826,0.047,9
10828,0.09,12
10829,0.043,8
10830,0.045,15
10831,0.046,17
10832,0.09,4
10833,0.13,5
10834,0.018,9
10835,0.014,9
10836,0.023,8
10837,0.036,18
10838,0.06,5
10839,0.044,23
10840,0.22,9
10841,0.033,21
10842,0.17,13
10843,0.019,9
10844,0.042,14
10845,0.019,8
10855,1.29,2
10856,9.68,51
10864,0.1,9
10865,0.028,13
10866,0.07,4
10867,0.06,9
10868,0.07,6
10869,0.05,4
10870,0.044,23
10871,0.1,5
10872,0.06,4
10873,0.1,12
10874,0.043,11
10875,0.034,14
10876,0.042,15
10877,0.32,12
10878,0.049,15
10879,0.049,14
10880,0.035,15
10881,0.1,13
10882,0.048,15
10883,0.028,7
10884,0.12,8
10885,0.06,7
10886,0.028,13
10887,0.032,12
10888,0.015,15
10889,0.013,12
10890,0.042,16
10893,0.5,6
10894,1.83,38
10917,2.07,27
10918,4.97,44
10925,15.4,21
10930,0.71,16
10931,0.69,10
10932,0.72,11
10933,0.73,15
10934,0.72,16
10935,0.72,14
10936,0.68,12
10937,0.67,15
10938,6,36
10949,7.35,7
10953,3.07,4
10954,9.06,48
10961,2.99,40
10962,4.37,39
10967,9.55,43
10970,13,7
10974,4.38,45
10975,4.06,3
10976,16.1,32
10981,2.01,4
10987,1,3
10990,0.09,11
10991,1.7,22
10992,4.69,37
10998,5.56,29
11027,0.69,12
11028,0.66,10
11042,0.74,12
11044,0.71,13
11045,0.69,14
11046,0.71,16
11047,0.71,15
11048,0.7,14
11049,0.7,14
11050,0.72,14
11051,5.65,39
11054,0.51,2
11057,14.4,23
11060,4.91,57
11061,0.05,10
11062,0.047,9
11076,5.43,16
11079,6.85,20
11080,3.34,43
11081,8.83,53
11084,4.32,42
11085,0.47,12
11086,0.36,13
11087,5.26,47
11111,2.22,29
11112,4.68,40
11113,0.015,17
11114,0.017,19
11115,7.06,3
11128,0.7,12
11129,0.7,14
11130,0.7,17
11131,0.69,15
11132,0.72,14
11133,0.72,16
11134,0.68,14
11135,0.69,12
11136,6.36,45
11141,0.49,2
11142,1.52,27
11144,5.12,3
11145,4.99,5
11147,2.99,3
11153,7.7,5
11158,2.84,2
11165,4.54,51
11166,6.05,58
11168,3.27,53
11170,6.84,56
11177,0.004,3
11238,3.31,32
11239,4.52,44
11251,5.55,49
11256,3.22,5
11261,0.25,1
11267,4.3,51
11273,5.01,3
11288,5.12,54
11289,5.87,59
11290,0.016,15
11296,0.69,14
11297,0.69,11
11298,0.7,11
11299,0.67,13
11300,0.69,20
11301,0.7,13
11302,0.68,13
11303,0.69,13
11304,6.16,47
11308,2.01,28
11309,4.83,51
11320,2.07,36
11321,4.4,37
11326,1.6,27
11327,6.29,63
11343,0.14,3
11353,5.82,7
11378,3.07,50
11379,4.22,33
11416,3.5,53
11417,7.94,40
11425,2.2,28
11427,4.76,43
11440,8.29,2
11474,7.59,58
11484,3.65,3
11509,11.8,29
11510,2.14,34
11511,4.84,37
11538,0.73,12
11539,0.76,12
11540,0.69,16
11541,0.7,12
11542,0.68,12
11543,0.7,11
11544,0.68,14
11545,0.72,15
11546,6.06,36
11550,5.47,28
11561,0.2,1
11567,2,3
11568,2.84,2
11569,2.82,2
11570,2.72,2
11571,1.66,2
11573,2.03,28
11574,5.19,47
11581,1.91,5
11585,2.06,31
11586,5.14,42
11587,0.015,10
11605,4.8,45
11608,6.42,56
11621,5.06,5
11622,5.19,3
11623,2.57,3
11631,0.03,9
11635,6.38,25
11636,9.4,43
11648,3.24,4
11667,2.15,33
11668,5.81,60
11669,3.98,1
11672,4.2,50
11676,1.63,2
11680,3.41,40
11681,5.26,60
11684,2.34,3
11690,0.48,3
11691,0.7,20
11692,0.7,13
11693,0.7,16
11694,0.71,14
11695,0.68,11
11696,0.69,12
11697,0.69,12
11698,0.69,16
11699,5.65,47
11705,1.63,28
11708,1.26,3
11715,0.38,7
11728,2.5,3
11735,2.05,34
11736,4.51,39
11750,1.39,18
11751,5.02,39
11752,0.46,17
11765,4.43,40
11778,0.13,13
11783,0.41,5
11788,3.05,50
11792,0.74,14
11803,2.99,41
11804,4.46,43
11822,5.47,50
11841,3.74,2
11847,4.31,37
11862,2.57,2
11869,2.08,30
11870,4.6,49
11871,8.93,31
11875,0.69,14
11876,0.68,12
11877,0.68,11
11878,0.71,11
11879,0.69,17
11880,0.66,15
11881,0.7,16
11882,0.73,16
11883,5.95,49
11888,4.86,38
11896,17.3,22
11909,7.57,15
11926,1.9,8
11941,2.54,3
11962,5.01,44
11963,5.86,55
11964,6.15,2
11970,0.42,1
11971,0.17,7
11984,0.79,13
11991,0.18,15
12000,0.041,9
12003,7.9,9
12032,6.89,48
12046,9.46,4
12065,7.91,5
12078,13.1,10
12086,4.96,39
12087,2.45,32
12088,4.55,37
12089,13.4,4
12091,2.1,39
12092,4.7,42
12099,0.14,19
12102,0.007,11
12107,0.76,13
12108,0.68,13
12109,0.71,11
12110,0.7,13
12111,0.68,12
12112,0.73,13
12113,0.69,20
12114,0.7,12
12115,6.29,46
12120,5.14,2
12138,2.95,15
12139,6.64,62
12149,1.49,23
12150,5.07,39
12151,0.55,18
12155,5.7,50
12156,16.7,9
12159,7.83,12
12164,0.09,11
12165,0.27,9
12166,0.59,17
12167,0.13,14
12168,0.16,11
12169,0.041,23
12170,0.045,19
12171,0.78,17
12172,0.043,12
12174,1.86,34
12175,0.31,14
12176,0.39,14
12177,0.09,6
12178,0.042,14
12179,0.12,13
12181,0.12,14
12183,0.03,9
12185,0.06,9
12189,0.049,8
12190,0.015,17
12193,0.08,8
12194,0.04,23
12195,0.046,14
12198,0.028,13
12200,0.31,20
12203,0.14,15
12204,0.11,10
12206,0.02,19
12209,0.06,9
12211,0.029,8
12212,0.2,14
12216,0.06,9
12217,0.027,16
12218,0.09,8
12222,0.035,14
12223,0.049,16
12225,0.032,15
12226,0.06,10
12227,0.014,13
12230,0.049,10
12234,0.028,16
12236,0.028,17
12237,0.049,14
12242,0.019,13
12246,0.19,13
12250,0.043,11
12255,0.009,8
12256,0.048,15
12257,0.048,11
12262,0.049,18
12263,0.07,13
12265,0.047,12
12266,0.01,6
12269,0.05,9
12270,0.046,13
12274,0.038,5
12278,0.028,17
12279,0.12,7
12283,0.02,15
12284,0.032,11
12285,0.012,6
12288,0.06,7
12290,0.019,11
12291,0.19,10
12292,0.011,11
12294,0.08,6
12295,1.84,26
12297,2.3,32
12298,4.47,45
12303,7.41,45
12309,28.3,2
12311,5.17,29
12319,3.53,49
12320,0.74,12
12321,0.7,13
12322,0.71,13
12323,0.69,14
12324,0.68,12
12325,0.7,13
12326,0.7,10
12327,0.71,12
12328,5.4,42
12329,0.029,13
12330,0.25,7
12331,0.043,6
12332,0.16,7
12333,0.17,5
12343,0.031,14
12351,0.94,2
12354,0.09,11
12363,16,33
12372,0.013,9
12373,0.013,13
12376,10.5,39
12384,5.48,38
12388,2.97,23
12404,0.014,11
12406,0.033,12
12409,2.68,44
12427,0.014,16
12435,0.16,6
12442,2.14,31
12443,4.62,46
12445,17.2,34
12447,2.1,5
12456,4.93,45
12457,6.72,57
12458,1.74,28
12465,5.62,55
12471,2.05,2
12472,4.5,6
12474,3.98,3
12497,16,35
12504,3.11,38
12508,4.64,44
12527,0.1,9
12528,0.36,21
12529,0.24,15
12530,0.12,9
12531,0.08,12
12532,0.07,5
12533,0.09,4
12534,0.06,4
12535,0.043,11
12536,0.046,12
12537,0.041,25
12538,0.11,12
12539,0.038,8
12540,0.039,16
12542,0.15,9
12543,0.014,7
12544,4.61,4
12545,1.29,4
12546,1.99,34
12551,0.17,8
12553,2.98,39
12559,0.06,9
12560,0.08,8
12564,4.46,5
12580,0.1,9
12581,0.049,7
12585,4.55,50
12586,7.12,51
12618,7.45,5
12624,1.65,34
12627,7.62,46
12635,9.46,13
12636,0.65,12
12637,0.69,18
12638,0.68,17
12639,0.68,14
12640,0.7,11
12641,0.65,12
12642,0.69,15
12643,0.7,16
12644,5.96,48
12645,4.64,48
12646,5.57,54
12647,0.041,11
12648,0.4,13
12649,0.15,9
12650,0.57,25
12652,0.02,9
12653,0.71,37
12654,0.23,13
12655,0.22,14
12656,0.18,10
12657,0.048,10
12658,0.08,13
12659,0.16,11
12660,0.07,10
12661,0.11,8
12662,0.56,16
12663,0.07,9
12664,0.45,23
12665,0.07,13
12666,0.06,9
12667,0.036,11
12668,0.06,8
12669,0.06,11
12670,0.48,27
12671,0.08,8
12672,0.3,19
12673,0.14,13
12674,0.09,9
12675,0.19,13
12676,0.61,14
12677,4.22,4
12679,1.67,24
12680,5.71,45
12681,2.09,30
12682,5.94,65
12690,0.28,17
12692,0.5,26
12693,0.23,16
12694,0.1,9
12695,0.05,13
12696,0.11,6
12697,0.13,10
12698,0.09,11
12699,0.03,23
12700,0.09,7
12701,0.035,12
12703,0.017,9
12704,0.046,13
12705,0.24,17
12706,0.047,14
12707,0.06,10
12708,0.12,10
12709,0.31,14
12710,0.28,13
12711,0.06,9
12712,0.029,15
12713,0.038,16
12714,0.19,10
12715,0.12,13
12719,0.12,12
12720,0.1,10
12722,0.034,14
12723,0.05,8
12724,0.09,10
12725,0.11,13
12726,0.18,11
12727,0.11,11
12728,0.13,8
12729,0.06,10
12730,0.16,11
12731,0.015,16
12732,0.016,13
12733,0.045,12
12735,0.08,5
12736,0.038,11
12737,0.05,10
12739,0.02,13
12740,0.008,17
12741,0.043,10
12742,0.15,7
12743,0.21,11
12744,0.07,5
12745,0.042,11
12746,0.07,7
12747,0.09,6
12748,0.08,8
12749,0.044,19
12751,0.11,12
12752,0.11,6
12753,0.07,7
12755,0.009,14
12756,0.01,14
12757,0.041,20
12758,0.018,17
12759,0.016,12
12766,0.049,13
12767,0.042,10
12768,0.041,14
12769,0.2,18
12771,0.041,17
12772,0.045,17
12773,0.048,8
12775,0.016,15
12779,0.1,8
12780,0.16,10
12781,0.08,8
12782,0.038,13
12783,2.66,54
12785,5.84,54
12786,3.61,44
12787,2.77,50
12791,2.16,30
12792,5.1,54
12793,0.011,11
12803,1.52,23
12804,4.57,39
12808,0.17,11
12814,0.32,6
12815,2.35,9
12816,0.29,6
12817,0.84,31
12818,12.1,26
12825,0.043,16
12827,6.23,46
12833,0.022,5
12834,3.22,16
12835,2.06,30
12836,4.28,37
12848,4.36,49
12849,5.11,46
12850,2.33,2
12851,1.81,2
12854,0.17,11
12855,7.69,5
12857,0.07,9
12858,0.046,20
12860,0.014,9
12861,0.08,8
12862,0.016,9
12863,0.022,9
12864,0.01,11
12865,0.019,11
12866,0.09,10
12867,0.044,15
12868,0.011,10
12869,0.009,7
12870,0.038,15
12879,9.77,47
12880,5.54,51
12889,7.72,45
12892,1.45,16
12893,0.46,22
12894,0.3,3
12897,3.16,2
12904,5.66,49
12906,1.97,29
12907,1.98,23
12919,0.046,4
12933,8.8,13
12940,5.16,18
12942,0.049,9
12947,0.028,11
12949,0.017,13
12950,0.021,10
12952,0.039,16
12962,0.022,14
12963,0.045,13
12964,0.046,15
12966,0.011,6
12967,2.51,1
12975,0.7,18
12976,0.69,13
12977,0.7,13
12978,0.7,16
12979,0.68,11
12980,0.76,12
12981,0.73,11
12982,0.7,16
12983,5.89,41
12984,2.57,17
12987,8.78,51
12988,4.34,50
12992,0.37,9
12993,2.07,27
12994,5.12,3
12996,0.28,2
12997,0.83,14
12998,0.87,16
12999,0.82,14
13000,0.84,15
13001,0.86,17
13002,0.83,13
13003,6.32,42
13007,18.8,26
13010,2.08,4
13011,2.75,37
13012,16.8,3
13016,7.88,16
13017,0.016,16
13018,0.025,14
13019,0.035,16
13020,0.018,6
13021,0.06,8
13022,0.03,18
13024,0.046,9
13026,0.031,18
13027,3.27,44
13028,4.33,45
13029,0.011,12
13030,0.022,14
13033,2.16,29
13034,4.57,50
13035,1.58,3
13053,0.06,11
13056,5.61,8
13065,1.57,26
13066,4.29,31
13067,6.49,42
13068,4.96,55
13069,3.19,4
13070,15.3,18
13073,0.05,23
13074,0.032,14
13075,7.36,20
13080,7.89,50
13083,7.1,5
13090,5.04,45
13092,2.24,3
13110,2.07,29
13111,4.7,46
13113,4.72,49
13114,4.76,48
13120,7.98,51
13121,5.52,49
13124,15.8,23
13127,2.14,26
13128,4.45,37
13129,0.51,2
13131,0.022,18
13132,0.017,13
13133,0.027,10
13148,2.03,34
13149,4.72,39
13153,9.36,60
13154,5.84,56
13160,0.68,14
13161,0.7,14
13162,0.71,15
13163,0.71,16
13164,0.69,16
13165,0.68,14
13166,0.72,13
13167,0.71,11
13168,6.22,44
13169,2.51,5
13175,2.96,41
13177,0.17,4
13205,15.2,11
13241,2.08,35
13242,4.62,37
13243,2.77,53
13259,0.93,16
13260,6.44,59
13261,0.44,14
13269,3.05,3
13271,8.77,47
13272,4.32,50
13295,7.97,31
13298,5.33,25
13301,2.72,36
13302,4.47,42
13353,2.2,37
13354,4.6,50
13364,0.05,10
13367,7.34,56
13375,0.68,13
13376,0.68,14
13377,0.68,15
13378,0.68,14
13379,0.7,13
13380,0.69,13
13381,0.69,15
13382,0.7,13
13386,5.88,42
13403,6.19,49
13416,0.19,10
13431,1.59,3
13455,0.05,14
13456,0.037,17
13458,0.19,10
13460,0.07,6
13462,0.049,15
13464,0.048,11
13465,0.016,12
13466,0.09,10
13467,0.028,11
13468,0.038,16
13470,0.06,8
13471,0.05,9
13472,0.049,10
13473,0.031,11
13474,0.009,13
13475,0.016,1
13476,0.035,16
13477,0.08,10
13478,0.043,16
13479,0.05,10
13480,0.035,17
13481,0.05,15
13482,0.05,10
13483,0.038,11
13484,0.08,6
13485,0.08,9
13486,0.039,16
13487,0.1,11
13488,0.043,34
13489,0.025,12
13490,0.03,18
13491,0.013,8
13492,2.24,35
13493,1.77,20
13497,0.006,10
13498,0.011,11
13499,0.017,15
13500,0.012,9
13501,0.04,17
