NORAD_CAT_ID,RCS,SOURCE
30571,0.05,9
30572,0.06,11
30573,0.041,17
30574,0.024,24
30575,0.029,13
30576,0.024,10
30577,0.022,19
30578,0.047,13
30579,0.016,13
30580,0.4,10
30593,0.011,11
30594,0.005,6
30596,0.019,10
30597,0.015,9
30599,0.012,15
30600,0.018,12
30602,0.02,19
30603,0.028,15
30604,0.011,7
30606,0.009,12
30607,0.042,18
30608,0.29,23
30609,0.018,13
30611,0.011,15
30612,0.008,4
30613,0.014,16
30616,0.01,11
30619,0.009,11
30621,0.028,15
30622,0.021,1
30623,0.009,7
30624,0.01,12
30625,0.015,10
30627,0.031,10
30628,0.031,12
30629,0.013,10
30630,0.007,8
30631,0.03,16
30632,0.033,15
30633,0.025,22
30634,0.042,15
30636,0.014,6
30637,0.04,11
30639,0.025,13
30640,0.017,15
30641,0.02,17
30642,0.035,15
30645,0.018,12
30646,0.03,14
30647,0.029,18
30648,0.034,12
30649,0.032,13
30650,0.028,11
30652,0.039,16
30654,0.019,11
30655,0.03,13
30656,0.021,8
30657,0.026,12
30658,0.014,10
30659,0.009,12
30660,0.01,9
30661,0.012,16
30662,0.009,6
30663,0.005,6
30664,0.023,14
30665,0.025,16
30666,0.033,16
30667,0.033,12
30668,0.025,13
30669,0.03,10
30670,0.016,15
30671,0.017,13
30672,0.019,8
30673,0.018,6
30674,0.046,14
30675,0.027,13
30676,0.011,11
30677,0.019,12
30678,0.034,20
30679,0.012,20
30680,0.012,14
30683,0.02,9
30684,0.036,18
30686,0.021,18
30687,0.02,26
30688,0.019,9
30689,0.024,14
30690,0.018,8
30691,0.035,13
30693,0.023,19
30694,0.01,8
30695,0.03,14
30696,0.016,11
30697,0.022,13
30699,0.022,15
30700,0.01,5
30701,0.018,21
30702,0.007,12
30703,0.023,15
30704,0.04,13
30705,0.013,14
30706,0.016,13
30707,0.019,12
30708,0.01,5
30709,0.019,10
30710,0.019,2
30714,0.007,11
30715,0.034,12
30716,0.013,5
30717,0.04,16
30718,0.018,14
30719,0.01,13
30720,0.009,6
30721,0.016,14
30722,0.011,11
30723,0.019,12
30724,0.006,6
30725,0.03,14
30726,0.021,12
30728,0.01,9
30730,0.03,11
30731,0.018,16
30732,0.014,7
30733,0.02,11
30734,0.007,5
30735,0.014,14
30736,0.015,13
30737,0.013,12
30738,0.009,10
30739,0.008,7
30740,0.032,26
30741,0.007,8
30742,0.026,14
30744,0.029,10
30745,0.007,10
30746,0.016,15
30749,0.011,9
30750,0.022,11
30751,0.024,13
30752,0.023,9
30753,0.013,15
30755,0.019,6
30756,0.012,16
30758,0.022,11
30759,0.025,10
30760,0.017,11
30761,0.014,13
30762,0.015,16
30763,0.013,9
30764,0.006,9
30765,0.01,9
30766,0.011,4
30768,0.019,10
30770,0.05,10
30771,0.041,16
30773,0.43,10
30774,3.64,34
30775,1.53,42
30776,0.45,18
30777,1.55,33
30783,0.023,17
30789,0.025,16
30791,0.027,11
30792,0.015,14
30793,22.1,15
30794,35.3,7
30795,25.2,26
30797,0.56,10
30798,0.71,8
30799,1.58,3
30800,0.009,8
30802,0.025,11
30803,0.023,14
30804,0.01,10
30805,0.013,6
30806,0.012,14
30809,0.018,10
30810,0.015,15
30811,0.01,14
30813,0.019,16
30814,0.021,15
30815,0.009,10
30816,0.037,13
30817,0.01,10
30820,0.017,12
30821,0.009,12
30822,0.01,8
30823,0.013,7
30827,0.008,6
30828,0.002,1
30829,0.01,9
30830,0.013,18
30831,0.026,6
30832,0.009,3
30833,0.014,9
30835,0.014,7
30836,0.01,9
30837,0.01,11
30838,0.018,18
30840,0.009,9
30841,0.019,11
30843,0.009,4
30844,0.012,7
30845,0.007,11
30846,0.025,14
30847,0.019,12
30848,0.01,12
30849,0.019,13
30850,0.027,11
30851,0.009,7
30852,0.014,8
30856,0.012,12
30857,0.014,14
30858,0.013,10
30859,0.018,12
30860,0.012,14
30862,0.007,10
30863,0.008,7
30867,0.015,14
30868,0.009,4
30870,0.016,11
30871,0.024,17
30872,0.006,6
30873,0.009,13
30874,0.016,9
30875,0.01,5
30876,0.015,14
30877,0.023,8
30878,0.013,15
30880,0.015,8
30882,0.013,6
30883,0.016,8
30884,0.009,6
30885,0.01,10
30886,0.015,9
30887,0.005,5
30888,0.008,4
30891,0.006,7
30892,0.006,8
30893,0.013,8
30895,0.007,8
30898,0.012,6
30899,0.024,8
30900,0.014,4
30901,0.011,3
30902,0.014,3
30903,0.016,5
30904,0.012,4
30905,0.019,3
30906,0.015,10
30907,0.009,12
30912,0.013,5
30913,0.004,3
30914,0.019,6
30915,0.018,10
30916,0.011,9
30918,0.031,23
30919,0.013,9
30920,0.009,9
30921,0.038,10
30922,0.01,9
30923,0.022,16
30924,0.024,19
30925,0.009,16
30926,0.004,1
30927,0.01,10
30928,0.014,14
30930,0.015,4
30931,0.004,6
30932,0.008,7
30933,0.015,14
30934,0.022,12
30936,0.012,10
30937,0.032,14
30938,0.025,10
30940,0.007,10
30941,0.012,14
30942,0.004,7
30943,0.003,4
30945,0.009,6
30946,0.009,14
30947,0.014,10
30949,0.012,12
30950,0.009,13
30951,0.005,8
30952,0.005,2
30954,0.008,8
30955,0.009,4
30956,0.025,12
30957,0.015,12
30958,0.014,4
30959,0.009,6
30960,0.012,6
30961,0.009,5
30962,0.01,4
30964,0.008,11
30966,0.012,5
30967,0.007,10
30968,0.013,3
30971,0.002,1
30972,0.015,13
30973,0.009,6
30974,0.012,6
30975,0.013,5
30976,0.009,5
30977,0.016,5
30978,0.007,5
30979,0.013,4
30980,0.013,8
30981,0.019,6
30982,0.01,3
30984,0.01,1
30985,0.013,5
30986,0.008,4
30988,0.004,4
30989,0.017,17
30992,0.014,3
30993,0.036,18
30994,0.008,8
30996,0.004,1
30997,0.005,4
30998,0.013,11
30999,0.012,5
31000,0.011,7
31001,0.007,9
31002,0.009,7
31003,0.025,22
31005,0.035,12
31007,0.015,16
31009,0.01,9
31010,0.002,3
31012,0.014,15
31013,0.013,15
31014,0.009,17
31015,0.004,3
31016,0.006,5
31017,0.012,11
31018,0.014,9
31019,0.016,11
31021,0.013,3
31022,0.015,5
31023,0.015,5
31024,0.012,4
31025,0.012,5
31026,0.014,4
31027,0.012,3
31028,0.01,4
31029,0.006,17
31030,0.007,8
31031,0.008,12
31032,0.017,18
31033,0.014,3
31035,0.015,6
31036,0.011,3
31037,0.005,4
31038,0.009,11
31040,0.005,2
31041,0.008,10
31042,0.004,3
31043,0.008,9
31044,0.007,5
31046,0.016,21
31047,0.009,6
31048,0.008,7
31049,0.009,9
31051,0.014,9
31053,0.012,11
31054,0.007,3
31055,0.009,8
31056,0.003,2
31057,0.012,5
31058,0.015,6
31060,0.012,1
31062,0.004,1
31063,0.015,6
31064,0.014,6
31065,0.012,6
31066,0.002,1
31067,0.012,3
31068,0.009,6
31069,0.017,4
31071,0.017,7
31072,0.016,2
31073,0.016,9
31074,0.015,11
31077,0.012,7
31078,0.023,3
31079,0.008,2
31080,0.01,8
31081,0.011,9
31082,0.015,5
31083,0.019,18
31085,0.005,8
31086,0.004,1
31087,0.007,6
31088,0.009,9
31089,0.008,12
31090,0.009,7
31091,0.009,1
31092,0.008,10
31093,0.007,7
31094,0.012,10
31095,0.014,11
31097,0.011,12
31098,0.01,8
31099,0.01,13
31102,25.1,9
31103,7,43
31104,8.79,21
31113,1.32,24
31114,7.95,48
31115,5.41,18
31116,15.1,26
31117,1,21
31118,0.62,23
31119,0.08,9
31120,0.85,37
31121,0.06,6
31122,0.033,14
31123,5.79,53
31124,0.05,13
31125,0.08,9
31126,0.06,10
31127,0.07,7
31128,0.037,11
31129,0.049,10
31130,0.041,18
31131,0.02,3
31132,0.035,16
31133,0.013,12
31135,1,10
31136,5.01,9
31137,0.009,11
31138,0.06,2
31139,0.019,1
31142,0.021,14
31144,0.01,2
31146,0.01,6
31147,0.014,6
31148,0.009,6
31149,0.009,7
31150,0.008,9
31151,0.018,9
31154,0.013,6
31155,0.021,9
31157,0.018,7
31158,0.01,7
31159,0.012,4
31160,0.005,4
31161,0.012,5
31162,0.021,5
31163,0.013,6
31165,0.013,4
31166,0.013,7
31167,0.006,6
31169,0.009,7
31171,0.013,10
31173,0.013,8
31174,0.006,5
31175,0.014,12
31177,0.011,13
31178,0.023,6
31179,0.008,7
31180,0.023,3
31181,0.02,13
31182,0.007,6
31183,0.016,5
31185,0.011,8
31186,0.018,6
31187,0.016,5
31188,0.013,14
31190,0.006,14
31191,0.006,11
31192,0.013,4
31193,0.018,6
31194,0.004,1
31195,0.009,3
31196,0.01,7
31197,0.015,7
31198,0.013,5
31199,0.01,7
31201,0.013,9
31202,0.012,5
31203,0.021,10
31204,0.004,2
31205,0.017,7
31206,0.009,2
31207,0.006,6
31208,0.008,6
31209,0.01,6
31210,0.009,11
31211,0.01,3
31212,0.005,5
31213,0.009,10
31214,0.015,15
31215,0.017,4
31218,0.014,5
31219,0.007,15
31220,0.005,7
31222,0.01,7
31223,0.009,13
31224,0.01,4
31225,0.021,19
31226,0.007,4
31227,0.012,5
31228,0.007,15
31229,0.014,17
31231,0.01,6
31232,0.012,4
31234,0.017,5
31235,0.015,7
31236,0.011,4
31237,0.004,3
31238,0.015,10
31239,0.016,10
31240,0.009,6
31241,0.009,9
31242,0.01,8
31243,0.004,4
31244,0.009,6
31246,0.015,3
31247,0.015,7
31248,0.008,10
31249,0.012,4
31250,0.013,14
31252,0.018,6
31253,0.013,5
31254,0.009,10
31255,0.002,1
31257,0.012,14
31258,0.024,17
31259,0.008,7
31260,0.002,1
31261,0.008,5
31262,0.011,13
31263,0.014,8
31264,0.012,9
31265,0.012,7
31266,0.012,7
31267,0.008,5
31268,0.006,2
31269,0.01,14
31270,0.01,5
31272,0.006,4
31273,0.019,9
31274,0.004,4
31275,0.009,5
31279,0.016,3
31280,0.014,7
31281,0.007,13
31282,0.011,4
31284,0.016,6
31285,0.016,6
31286,0.014,3
31287,0.005,2
31288,0.005,9
31289,0.015,5
31290,0.013,9
31291,0.016,14
31292,0.005,7
31293,0.005,2
31294,0.014,6
31295,0.01,8
31296,0.016,11
31297,0.004,1
31298,0.017,14
31300,0.016,15
31302,0.01,10
31303,0.003,2
31304,1.68,46
31305,1.35,27
31306,18.3,4
31307,12.6,6
31308,23.2,25
31309,16.4,48
31310,0.01,3
31311,0.036,19
31312,0.012,6
31313,0.014,4
31314,0.005,8
31316,0.014,6
31317,0.016,6
31318,0.006,1
31319,0.015,2
31320,0.011,7
31321,0.01,3
31322,0.015,6
31323,0.008,3
31324,0.014,6
31325,0.009,6
31326,0.005,4
31327,0.009,5
31328,0.014,6
31329,0.013,8
31330,0.02,15
31331,0.014,2
31332,0.012,12
31333,0.012,5
31334,0.012,5
31335,0.005,4
31336,0.002,1
31337,0.013,6
31338,0.01,6
31339,0.014,7
31340,0.012,5
31341,0.006,9
31342,0.016,4
31344,0.013,4
31345,0.009,5
31346,0.017,3
31347,0.011,3
31348,0.017,8
31349,0.015,6
31350,0.013,3
31351,0.013,7
31352,0.004,3
31353,0.015,4
31354,0.012,5
31355,0.002,1
31356,0.013,4
31357,0.006,11
31358,0.014,8
31359,0.013,6
31360,0.014,4
31361,0.01,6
31362,0.015,3
31363,0.011,3
31364,0.009,12
31365,0.012,11
31366,0.012,8
31367,0.007,10
31368,0.009,4
31369,0.011,8
31370,0.006,7
31371,0.004,4
31372,0.018,12
31374,0.018,4
31376,0.005,7
31377,0.007,4
31378,0.013,9
31379,0.012,3
31380,0.009,8
31381,0.015,6
31382,0.013,7
31383,0.012,10
31384,0.014,15
31385,0.007,4
31386,0.021,13
31387,0.012,13
31388,0.002,1
31389,0.006,10
31391,0.01,6
31392,0.01,4
31395,7.94,4
31397,0.011,5
31398,0.006,4
31399,0.011,6
31400,0.007,1
31401,0.01,6
31402,0.009,6
31403,0.01,6
31404,0.012,5
31406,0.014,1
31407,0.007,4
31409,0.022,5
31410,0.012,4
31411,0.01,5
31412,0.005,6
31413,0.012,4
31414,0.009,6
31415,0.015,5
31416,0.013,6
31417,0.012,8
31418,0.016,11
31419,0.008,7
31420,0.006,1
31421,0.009,9
31422,0.007,13
31423,0.012,6
31424,0.011,9
31425,0.022,6
31426,0.009,7
31427,0.008,6
31428,0.01,3
31429,0.002,1
31430,0.009,6
31431,0.008,8
31432,0.002,1
31433,0.021,10
31434,0.012,11
31435,0.007,3
31436,0.01,9
31437,0.009,11
31439,0.015,4
31440,0.004,1
31441,0.019,3
31442,0.011,8
31443,0.012,10
31444,0.009,6
31445,0.005,6
31446,0.012,5
31447,0.017,5
31448,0.012,7
31449,0.008,2
31450,0.012,4
31451,0.014,4
31452,0.006,7
31453,0.008,3
31455,0.017,6
31456,0.01,6
31457,0.014,6
31458,0.013,4
31459,0.009,6
31462,0.013,14
31463,0.011,7
31464,0.025,2
31465,0.015,4
31466,0.007,6
31467,0.014,5
31468,0.005,6
31471,0.015,4
31473,0.022,7
31474,0.014,2
31475,0.012,3
31476,0.013,11
31477,0.01,7
31478,0.009,3
31480,0.005,7
31481,0.011,3
31482,0.014,3
31483,0.016,6
31484,0.01,8
31485,0.008,2
31486,0.013,7
31487,0.014,6
31488,0.013,3
31490,3.19,42
31491,0.008,5
31492,0.006,11
31493,0.011,5
31494,0.011,4
31495,0.013,4
31496,0.012,7
31497,0.011,6
31498,0.009,4
31499,0.013,6
31500,0.015,5
31501,0.011,5
31502,0.005,3
31503,0.011,11
31504,0.013,2
31505,0.004,4
31507,0.014,3
31508,0.004,1
31509,0.006,9
31510,0.012,7
31512,0.015,6
31513,0.012,10
31514,0.01,6
31515,0.013,6
31516,0.009,4
31517,0.013,5
31518,0.01,2
31519,0.023,7
31520,0.016,4
31521,0.009,6
31522,0.007,5
31523,0.012,4
31524,0.01,6
31526,0.011,5
31527,0.006,9
31529,0.017,3
31530,0.011,7
31531,0.012,6
31532,0.016,12
31533,0.009,6
31534,0.009,4
31535,0.014,4
31536,0.012,5
31537,0.022,3
31538,0.01,3
31539,0.005,5
31540,0.008,4
31541,0.013,5
31544,0.004,3
31545,0.32,2
31546,0.009,4
31547,0.012,6
31548,0.011,5
31549,0.012,6
31550,0.007,9
31551,0.018,5
31552,0.007,7
31553,0.009,11
31554,0.015,5
31555,0.015,6
31557,0.008,9
31558,0.008,10
31559,0.011,6
31560,0.012,5
31561,0.007,13
31562,0.014,4
31563,0.013,3
31564,0.008,7
31565,0.016,5
31566,0.01,6
31567,0.015,3
31568,0.009,8
31569,0.009,3
31570,0.013,5
31571,2.36,44
31573,2.46,35
31574,2.29,39
31576,2.48,35
31577,26.1,4
31579,0.015,12
31581,0.012,8
31582,0.009,2
31583,0.009,6
31587,0.014,4
31589,0.008,1
31591,0.006,4
31594,0.014,6
31598,5.58,53
31608,0.014,11
31609,0.005,6
31611,0.007,5
31612,0.009,6
31613,0.008,8
31614,0.006,7
31615,0.008,9
31616,0.007,3
31617,0.015,6
31618,0.013,7
31619,0.01,3
31620,0.012,8
31622,0.018,18
31623,0.011,3
31624,0.007,9
31625,0.014,1
31626,0.016,5
31627,0.013,5
31628,0.004,3
31629,0.008,5
31630,0.009,15
31631,0.02,7
31632,0.016,4
31633,0.017,8
31634,0.008,4
31635,0.01,5
31636,0.014,2
31637,0.012,7
31639,0.014,7
31640,0.008,7
31642,0.009,6
31643,0.01,14
31644,0.008,2
31646,0.013,4
31647,0.015,7
31648,0.009,7
31649,0.011,9
31650,0.01,6
31652,0.007,3
31653,0.004,4
31654,0.009,4
31655,0.009,6
31656,0.006,9
31657,0.012,6
31658,0.013,11
31659,0.015,5
31660,0.011,11
31661,0.014,16
31662,0.008,4
31663,0.01,5
31664,0.004,1
31665,0.006,13
31666,0.007,4
31667,0.014,3
31668,0.013,4
31670,0.014,4
31671,0.009,4
31672,0.013,6
31673,0.008,8
31674,0.017,7
31675,0.015,8
31676,0.013,6
31677,0.005,5
31678,0.016,5
31679,0.008,6
31680,0.007,4
31682,0.011,7
31683,0.014,6
31684,0.008,5
31685,0.002,1
31686,0.012,6
31687,0.009,7
31688,0.01,2
31690,0.014,3
31691,0.009,8
31692,0.011,3
31695,0.014,6
31696,0.009,5
31698,2.34,36
31699,6.38,60
31709,0.014,6
31710,0.011,3
31711,0.007,3
31714,0.011,8
31715,0.011,7
31716,0.007,7
31717,0.01,4
31718,0.4,2
31719,0.012,7
31720,0.012,3
31721,0.015,3
31722,0.01,4
31723,0.01,6
31724,0.007,3
31725,0.016,7
31726,0.018,5
31727,0.007,7
31729,0.014,7
31731,0.007,6
31732,0.015,2
31733,0.014,4
31734,0.015,5
31735,0.008,5
31736,0.013,3
31737,0.012,7
31738,0.015,5
31739,0.014,4
31740,0.009,4
31741,0.017,6
31742,0.019,5
31743,0.009,3
31744,0.018,11
31745,0.007,6
31746,0.008,6
31750,0.009,4
31751,0.014,8
31752,0.009,2
31753,0.002,1
31754,0.009,4
31755,0.009,6
31756,0.014,5
31757,0.009,8
31758,0.014,4
31759,0.013,6
31760,0.014,5
31761,0.01,2
31763,0.01,11
31764,0.05,3
31765,0.008,11
31766,0.015,5
31767,0.008,4
31768,0.011,4
31769,0.013,12
31770,0.011,5
31771,0.008,4
31772,0.007,11
31773,0.009,8
31774,0.012,8
31775,0.015,5
31776,0.009,8
31777,0.007,2
31778,0.008,5
31779,0.018,4
31780,0.012,4
31781,0.014,6
31782,0.01,3
31783,0.012,12
31784,0.011,7
31785,0.009,6
31786,0.007,9
31787,0.012,5
31788,0.004,1
31789,5.38,52
31791,5.79,57
31792,6.46,43
31793,9.02,53
31794,0.08,7
31795,0.09,8
31796,0.08,10
31799,0.08,7
31800,15.8,14
31802,0.008,6
31804,0.017,5
31805,0.016,8
31806,0.012,7
31807,0.006,5
31808,0.014,3
31809,0.009,4
31810,0.008,7
31811,0.011,2
31812,0.008,5
31813,0.015,6
31814,0.013,11
31815,0.011,9
31816,0.01,8
31817,0.011,6
31819,0.013,4
31820,0.014,4
31821,0.009,4
31823,0.003,4
31825,0.023,4
31826,0.013,6
31827,0.011,7
31828,0.019,4
31829,0.012,9
31830,0.014,9
31831,0.008,5
31832,0.005,6
31833,0.012,7
31834,0.014,5
31835,0.015,5
31836,0.007,8
31837,0.014,8
31838,0.014,6
31839,0.009,5
31840,0.008,3
31841,0.01,5
31842,0.014,6
31843,0.021,5
31844,0.009,4
31847,0.012,5
31848,0.017,5
31849,0.008,7
31850,0.012,8
31851,0.015,16
31852,0.013,6
31853,0.01,1
31854,0.018,5
31855,0.007,7
31856,0.008,5
31857,0.012,7
31858,0.009,4
31861,0.017,5
31862,10.3,3
31863,6.06,45
31864,8.92,37
31868,0.004,1
31870,0.016,5
31871,0.011,6
31872,0.013,5
31873,0.014,2
31874,0.008,4
31875,0.008,5
31876,0.006,5
31877,0.017,9
31878,0.012,6
31879,0.012,5
31880,0.012,11
31881,0.008,4
31882,0.01,6
31883,0.013,7
31886,0.007,2
31887,0.008,6
31888,0.015,5
31890,0.014,6
31891,0.005,7
31892,0.013,6
31893,0.012,7
31895,0.006,5
31897,0.015,4
31898,0.006,6
31899,0.009,7
31901,0.014,6
31902,0.007,5
31903,0.014,2
31904,0.013,8
31905,0.016,4
31906,0.007,10
31910,0.007,4
31911,0.014,11
31912,0.014,6
31913,0.009,5
31914,0.007,9
31915,0.012,8
31916,0.014,6
31917,0.015,4
31919,0.009,4
31920,0.015,4
31921,0.007,11
31922,0.01,10
31923,0.008,10
31924,0.019,8
31926,0.013,10
31929,0.005,5
31930,0.007,3
31931,0.015,3
31932,0.36,4
31934,0.008,6
31935,0.013,9
31937,0.01,3
31938,0.004,2
31942,0.008,2
31944,0.016,6
31945,0.012,9
31946,0.011,6
31947,0.008,5
31948,0.005,6
31949,0.012,7
31952,0.014,3
31953,0.012,5
31954,0.009,8
31955,0.014,4
31956,0.012,6
31957,0.01,7
31958,0.009,6
31959,0.009,7
31960,0.013,6
31963,0.009,4
31964,0.008,1
31965,0.014,4
31966,0.012,4
31968,0.002,3
31969,0.009,6
31971,0.01,1
31972,0.004,1
31973,0.014,6
31974,0.01,11
31976,0.015,5
31977,0.015,5
31978,0.007,6
31979,0.014,4
31980,0.015,7
31981,0.014,7
31982,0.011,3
31983,0.015,7
31984,0.014,11
31985,0.014,5
31986,0.014,6
31987,0.002,1
31988,0.017,4
31989,0.002,1
31990,0.012,6
31991,0.013,9
31992,0.014,4
31993,0.012,8
31994,0.012,6
31995,0.013,5
31996,0.011,9
31997,0.014,6
31998,0.013,10
31999,0.15,20
32005,0.013,5
32006,0.005,4
32018,7.62,4
32019,10.6,17
32021,31.8,26
32024,0.11,3
32025,2.91,47
32026,1.89,48
32028,0.11,10
32029,0.17,10
32030,0.62,26
32031,0.29,7
32032,0.12,12
32033,0.037,14
32034,0.13,11
32035,0.12,7
32036,0.043,26
32037,0.05,9
32038,1.42,36
32039,0.66,2
32040,0.08,8
32041,0.021,11
32042,0.18,12
32043,0.12,7
32044,0.025,12
32047,0.16,11
32050,7.96,3
32052,1.6,25
32053,6.26,63
32060,5.59,47
32062,2.62,39
32063,8.55,51
32065,0.009,9
32066,0.006,5
32067,0.004,1
32068,0.006,5
32069,0.013,3
32070,0.012,2
32071,0.007,1
32072,0.005,4
32075,0.009,4
32077,0.008,3
32079,0.008,3
32080,0.016,6
32081,0.009,4
32082,0.011,5
32084,0.007,2
32085,0.014,9
32086,0.012,4
32087,0.01,4
32088,0.014,2
32089,0.012,11
32090,0.01,4
32092,0.015,5
32093,0.012,5
32094,0.006,9
32095,0.013,10
32096,0.004,5
32097,0.007,3
32098,0.011,5
32099,0.008,4
32101,0.013,5
32102,0.012,5
32103,0.008,6
32104,0.014,7
32105,0.019,4
32106,0.009,5
32107,0.007,4
32109,0.006,3
32110,0.015,6
32111,0.012,3
32112,0.013,2
32113,0.011,7
32114,0.016,7
32115,0.013,7
32116,0.004,1
32117,0.004,6
32118,0.013,6
32119,0.012,1
32120,0.013,7
32123,0.002,1
32124,0.01,12
32125,0.013,9
32126,0.016,10
32127,0.013,7
32128,0.015,8
32129,0.009,4
32130,0.005,3
32132,0.013,7
32133,0.01,4
32134,0.006,9
32136,0.009,4
32137,0.008,3
32138,0.01,5
32139,0.015,3
32141,0.011,5
32142,0.008,9
32143,0.014,6
32146,0.012,5
32147,0.012,5
32148,0.01,7
32150,0.01,11
32151,0.014,6
32152,0.005,6
32153,0.01,6
32154,0.008,7
32155,0.012,6
32156,0.014,4
32157,0.002,3
32158,0.013,2
32160,0.004,1
32161,0.012,9
32162,0.014,6
32163,0.008,5
32164,0.011,6
32165,0.015,8
32167,0.009,7
32168,0.014,6
32169,0.008,4
32170,0.007,1
32171,0.013,7
32172,0.007,3
32173,0.009,8
32174,0.012,9
32175,0.011,5
32176,0.013,10
32177,0.008,6
32178,0.013,7
32179,0.009,5
32180,0.002,3
32181,0.007,9
32182,0.01,5
32183,0.012,3
32184,0.013,7
32185,0.009,4
32186,0.014,6
32187,0.013,7
32188,0.013,4
32189,0.013,4
32190,0.011,6
32191,0.018,6
32192,0.004,3
32193,0.014,6
32194,0.01,11
32195,0.008,3
32197,0.012,7
32198,0.008,6
32199,0.012,11
32200,0.014,9
32201,0.009,3
32202,0.021,4
32203,0.007,8
32204,0.013,5
32205,0.012,5
32207,0.007,7
32208,0.009,9
32209,0.009,8
32210,0.015,5
32211,0.009,9
32212,0.007,3
32213,0.005,2
32214,0.01,5
32216,0.014,10
32217,0.011,3
32218,0.011,6
32219,0.007,3
32220,0.015,6
32221,0.01,5
32222,0.01,9
32223,0.014,6
32224,0.008,5
32225,0.013,3
32226,0.006,7
32227,0.009,6
32228,0.013,6
32230,0.005,5
32232,0.008,5
32233,0.011,6
32234,0.005,13
32235,0.008,5
32238,0.008,3
32241,0.011,9
32242,0.01,5
32243,0.005,4
32245,0.004,1
32252,0.016,3
32253,23.8,6
32254,23.6,39
32255,18.5,38
32258,18,2
32260,8.58,8
32261,2.35,38
32263,2.29,35
32264,2.25,27
32265,2.03,34
32266,1.98,35
32268,3.28,18
32271,5.54,22
32275,3.98,13
32276,2.55,17
32277,2.51,14
32278,2.99,10
32280,0.55,13
32281,0.56,14
32289,5.44,52
32290,8.85,55
32293,18.9,18
32294,14.1,4
32295,25.4,26
32299,24,4
32301,9.66,4
32303,0.012,9
32304,0.009,6
32305,0.014,4
32308,0.004,1
32311,0.012,8
32312,0.016,7
32313,0.011,4
32314,0.009,5
32315,0.012,9
32316,0.009,16
32317,0.01,7
32318,0.013,6
32319,0.014,4
32320,0.007,3
32322,0.02,7
32323,0.009,6
32324,0.005,4
32325,0.013,11
32326,0.004,3
32329,0.014,14
32330,0.014,10
32331,0.01,6
32332,0.013,7
32333,0.009,2
32334,0.009,1
32336,0.007,1
32337,0.014,5
32338,0.008,8
32339,0.009,6
32340,0.007,7
32342,0.021,15
32343,0.012,5
32344,0.013,6
32345,0.012,4
32346,0.01,6
32350,0.014,3
32351,0.005,5
32352,0.005,4
32353,0.007,4
32354,0.011,9
32355,0.009,5
32356,0.006,5
32357,0.012,3
32360,0.007,5
32361,0.005,5
32362,0.013,6
32363,0.013,4
32364,0.014,7
32366,0.008,7
32368,0.012,8
32369,0.018,2
32370,0.013,6
32371,0.015,4
32372,0.01,6
32373,25.7,4
32374,5.18,47
32375,2.54,4
32376,6.03,52
32382,11.3,50
32384,2.24,5
32387,22.9,2
32388,17.3,7
32389,20.6,35
32390,21.1,28
32393,5.01,13
32394,3.77,15
32395,3.98,12
32396,0.87,7
32398,0.51,13
32399,0.51,22
32404,6.49,2
32405,19.5,26
32406,0.011,3
32407,0.013,6
32408,0.005,2
32409,0.005,2
32410,0.01,7
32411,0.008,6
32412,0.8,1
32414,0.012,4
32416,0.012,5
32418,0.016,4
32419,0.011,13
32422,0.007,3
32425,0.014,6
32426,0.012,2
32427,0.011,5
32428,0.006,3
32429,0.013,8
32430,0.009,2
32431,0.012,11
32432,0.014,11
32433,0.014,9
32435,0.009,5
32437,0.005,1
32438,0.008,8
32440,0.015,5
32441,0.007,5
32442,0.42,1
32443,0.01,5
32444,0.013,6
32445,0.011,7
32447,0.007,4
32448,0.014,8
32449,0.006,3
32450,0.014,10
32451,0.019,11
32453,0.01,5
32454,0.01,6
32455,0.009,5
32456,0.009,7
32457,0.013,4
32458,0.011,8
32459,0.008,5
32460,0.008,8
32461,0.006,6
32464,0.01,4
32467,0.005,6
32468,0.013,7
32469,0.007,4
32470,0.009,4
32473,0.018,2
32474,0.018,5
32475,0.034,17
32477,8.05,52
32478,34,16
32479,7.97,4
32480,7.49,63
32481,0.049,4
32483,0.047,2
32487,29.3,16
32488,5.18,45
32489,0.046,4
32490,0.07,1
32491,0.035,9
32492,0.034,16
32493,0.045,15
32494,0.06,13
32496,0.027,22
32497,0.028,22
32498,0.025,7
32499,0.047,10
32500,14.1,7
32501,19.4,34
32705,0.79,8
32708,13.1,3
32709,8.33,29
32711,3.98,14
32712,2.39,44
32729,5.74,2
32730,20.6,33
32763,14.2,3
32766,1.26,32
32767,8.15,10
32768,9.4,18
32769,25,25
32771,0.009,2
32772,0.038,5
32773,0.05,2
32774,0.009,3
32775,0.07,1
32776,0.36,2
32777,0.05,2
32778,0.008,3
32779,15,4
32781,6.09,3
32782,2.25,4
32783,2.36,28
32784,0.19,11
32785,0.1,7
32786,0.56,20
32787,0.1,10
32788,0.034,10
32789,0.12,9
32790,0.07,8
32791,0.049,13
32792,5.58,56
32794,40,14
32951,22,20
32952,20.6,20
32953,0.4,14
32954,0.9,20
32955,0.98,18
32956,0.9,26
32957,6.48,54
32958,6.54,54
32959,8.79,59
32962,0.008,5
32963,0.02,1
32965,0.12,7
32966,0.015,3
32968,0.06,1
32969,0.25,2
32972,0.032,4
32973,0.025,3
32974,0.09,10
32976,0.015,4
32977,0.08,15
32978,0.23,5
